,decade,artist,song,track id,release date,song length (ms),explicit,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time signature,valence
2,1950-1959,Elvis Presley,Blue Christmas,3QiAAp20rPC3dcAtKtMaqQ,1957-10-15,129173,False,88,0.9,0.465,0.27,0.00104,4,0.145,-16.661,1,0.0425,94.518,4,0.58
3,1950-1959,Dean Martin,Rudolph The Red-Nosed Reindeer,2L9QLAhrvtP4EYg1lY0Tnw,1959-01-01,135760,False,85,0.919,0.478,0.201,0.0,7,0.0854,-16.768,1,0.0332,136.471,4,0.857
4,1950-1959,Frank Sinatra,Jingle Bells - Remastered 1999,4HEOgBHRCExyYVeTyrXsnL,1957-09,120693,False,83,0.727,0.512,0.339,0.0,8,0.0977,-13.119,1,0.0498,174.609,4,0.951
5,1950-1959,Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane),7n7VsX3sv66znBwA8b5uhp,1957-10-15,115826,False,83,0.968,0.575,0.236,0.0178,2,0.105,-16.982,1,0.0422,79.576,4,0.829
6,1950-1959,Dean Martin,"Baby, It's Cold Outside",4MrfQL4TYQXJBlZYpAHTuE,1959-01-01,143733,False,82,0.882,0.469,0.196,0.0,0,0.0513,-16.093,1,0.0571,130.036,3,0.537
7,1950-1959,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,2FPfeYlrbSBR8PwCU0zaqq,1957-09,206600,False,82,0.913,0.262,0.137,6.74e-06,8,0.267,-15.235,1,0.0344,92.183,3,0.288
8,1950-1959,Frank Sinatra,Mistletoe And Holly - Remastered 1999,7faDzZnZYqTyYThx2sbHVQ,1957-09,136426,False,81,0.804,0.607,0.103,0.0,9,0.076,-14.405,1,0.0404,110.378,4,0.341
9,1950-1959,Chuck Berry,Johnny B. Goode,2QfiRTz5Yc8DdShCxG1tB2,1959-07-01,161560,False,78,0.741,0.534,0.803,6.07e-05,10,0.307,-9.129,1,0.0743,167.983,4,0.969
10,1950-1959,Elvis Presley,O Little Town of Bethlehem,6Ai7PiAjnb4eIiC05By0i4,1957-10-15,155493,False,78,0.984,0.325,0.0409,0.000585,2,0.109,-19.102,1,0.0359,99.286,5,0.212
11,1950-1959,Gayla Peevey,I Want a Hippopotamus for Christmas (Hippo the Hero),5P8Xvy5tzhmfyfA6GplQ8h,1953-11-11,155466,False,76,0.832,0.853,0.338,0.00602,7,0.135,-9.124,1,0.0491,113.881,4,0.927
12,1950-1959,Frank Sinatra,Silent Night - 1999 Remaster,5yNgdD8E6WruhULb4n2Con,1957-09,146293,False,74,0.945,0.252,0.118,6.2e-05,8,0.117,-17.62,1,0.0328,87.575,4,0.14
13,1950-1959,The Drifters,White Christmas,72Z28IsvEVLjSWdUKEQgZ0,1954,158533,False,73,0.825,0.578,0.182,5e-06,8,0.144,-10.424,1,0.0445,127.374,4,0.477
14,1950-1959,Frank Sinatra,Hark! The Herald Angels Sing - Remastered,2BLwLAc1swTc4TC7K3J506,1957-09,141040,False,73,0.882,0.26,0.188,0.0,5,0.116,-13.117,1,0.0301,86.087,1,0.238
15,1950-1959,Elvis Presley,Santa Claus Is Back In Town,5b1jXYUOgAX5QAHXPVHdld,1957-10-15,142600,False,73,0.709,0.419,0.485,8.16e-05,3,0.11,-11.007,1,0.0423,94.74,4,0.54
16,1950-1959,Johnny Mathis,Sleigh Ride (with Percy Faith & His Orchestra),6XAdcAseYtijN0QUnQFsH2,1958-10-06,178720,False,72,0.699,0.605,0.663,0.0,1,0.121,-8.949,1,0.0274,103.18,4,0.893
17,1950-1959,Nina Simone,My Baby Just Cares for Me - 2013 Remastered Version,6VTbbVjKOC2qWagIDbkJrC,1958-06-24,215746,False,71,0.829,0.746,0.243,1.02e-06,4,0.0905,-15.134,0,0.123,118.578,4,0.425
18,1950-1959,Bobby Darin,Beyond the Sea,3KzgdYUlqV6TOG7JCmx2Wg,1959,172480,False,71,0.723,0.521,0.516,0.0,2,0.257,-7.456,0,0.0369,136.483,4,0.569
19,1950-1959,Elvis Presley,Jailhouse Rock,4gphxUgq0JSFv2BCLhNDiE,1958-03-21,146480,False,71,0.41,0.647,0.582,1.93e-06,10,0.0715,-9.538,0,0.0755,167.396,4,0.915
20,1950-1959,Frank Sinatra,Come Fly With Me - Remastered 1998,4hHbeIIKO5Y5uLyIEbY9Gn,1958,199093,False,71,0.845,0.574,0.338,0.0,6,0.165,-11.376,1,0.042,67.008,4,0.493
21,1950-1959,Marty Robbins,Big Iron,0AQquaENerGps8BQmbPw14,1959,235733,False,71,0.803,0.726,0.474,0.0,1,0.258,-7.834,0,0.0491,116.027,4,0.57
22,1950-1959,Frank Sinatra,I'll Be Home For Christmas (If Only In My Dreams) - Remastered 1999,0AY6UDs5EyeW45oQkEpsly,1957-09,190093,False,71,0.932,0.286,0.102,0.000114,9,0.12,-15.995,1,0.0323,81.76,4,0.106
23,1950-1959,Elvis Presley,Silent Night,6cw1OgKsuEWQbmQb5Z4a3T,1957-10-15,145000,False,71,0.96,0.269,0.0314,0.0678,10,0.113,-23.411,1,0.0351,135.49,3,0.176
24,1950-1959,Frank Sinatra,The First Noel - Remastered 1999,6keKIzkXWdbwJWMBJQUwYl,1957-09,161373,False,71,0.956,0.176,0.153,0.00012,0,0.158,-15.969,1,0.0365,84.741,1,0.157
25,1950-1959,Frank Sinatra,The Christmas Waltz - Remastered 1999,6G7QhTqDsP5vIdLQTYXXOU,1957-09,181773,False,71,0.898,0.233,0.139,0.0,2,0.116,-15.086,1,0.0403,79.948,4,0.242
26,1950-1959,Frank Sinatra,I've Got You Under My Skin - Remastered 1998,3aEJMh1cXKEjgh52claxQp,1956-03,223760,False,71,0.452,0.585,0.247,8.85e-06,1,0.107,-12.612,1,0.04,127.15,4,0.591
27,1950-1959,Dean Martin,White Christmas,7H0ABcbcZLjVD83SgeU19l,1959-01-01,149920,False,71,0.939,0.247,0.109,0.0575,11,0.135,-20.047,1,0.0339,99.735,4,0.276
28,1950-1959,Elvis Presley,Santa Bring My Baby Back (To Me),2hON3z0PTxwx9u4zzEyFRo,1957-10-15,113333,False,70,0.797,0.618,0.399,0.000524,0,0.138,-13.504,1,0.0474,94.338,4,0.961
29,1950-1959,The Dave Brubeck Quartet,Take Five,1YQWosTIljIvxAgHWTp7KP,1959-12-14,324133,False,70,0.539,0.454,0.26,0.00078,8,0.0675,-13.193,0,0.0401,174.322,5,0.598
30,1950-1959,Nat King Cole,Unforgettable,648TTtYB0bH0P8Hfy0FmkL,1954-01-01,191973,False,70,0.92,0.349,0.182,0.0152,5,0.143,-13.507,1,0.031,136.094,3,0.178
31,1950-1959,Dinah Washington,What A Diff'rence A Day Made,66iKqUazBbTlAEjcZrpDkD,1959-02-19,151866,False,69,0.925,0.387,0.117,0.000171,0,0.109,-17.803,1,0.0299,93.575,4,0.166
32,1950-1959,Julie London,I'm In The Mood For Love,6crfO56bDm0RjpctUuGs5X,1955-12-01,149826,False,69,0.963,0.58,0.0545,0.000265,9,0.0967,-14.594,0,0.0473,123.341,4,0.177
33,1950-1959,Ricky Nelson,Lonesome Town,0SsYlkXxZ5vkWOTsKxMfMz,1959-01-01,134040,False,69,0.794,0.404,0.193,0.000296,11,0.103,-12.501,1,0.0305,77.026,4,0.273
34,1950-1959,Ray Charles,I've Got a Woman,2xar08Fq5xra2KKZs5Bw9j,1957-01-01,171466,False,69,0.833,0.556,0.61,2.22e-06,9,0.258,-4.729,1,0.213,199.373,4,0.665
35,1950-1959,Frank Sinatra,You Make Me Feel So Young - Remastered 1998,2WaYW84yWij5NSCpgSeU2R,1956-03,177400,False,69,0.383,0.577,0.306,0.0,9,0.18,-11.559,1,0.0427,125.166,4,0.568
36,1950-1959,Ritchie Valens,We Belong Together,7caj6X6NMX3tlhWnu1du6V,1959,116626,False,69,0.872,0.684,0.247,0.000166,5,0.113,-13.71,1,0.0281,106.522,3,0.768
37,1950-1959,Frank Sinatra,White Christmas - Remastered 1999,3qcjMLT05VwLyZ8BNQgXZh,1957-09,155200,False,69,0.807,0.188,0.163,0.0,0,0.239,-13.834,1,0.0326,168.275,4,0.313
38,1950-1959,Frank Sinatra,The Christmas Song (Merry Christmas To You) - Remastered 1999,7uhWhGcR3kn9czLKlbO46q,1957-09,206666,False,69,0.903,0.221,0.106,2.27e-05,0,0.164,-17.06,1,0.0371,79.415,4,0.143
39,1950-1959,Johnny Mathis,Silver Bells (with Percy Faith & His Orchestra),00IqwkT0PZhJ86PJajRCqk,1958-10-06,213106,False,68,0.82,0.277,0.348,0.0,10,0.126,-10.106,1,0.0329,117.835,4,0.274
40,1950-1959,Dean Martin,I've Got My Love To Keep Me Warm,78MAFESapdJfHRXMzXfWjy,1959-01-01,163426,False,68,0.745,0.53,0.173,0.0,8,0.145,-14.389,1,0.0348,139.816,4,0.684
41,1950-1959,Dean Martin,Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,5OkKOkdVTKFrYi6GWXkMzR,1958,181626,False,68,0.88,0.612,0.144,0.0,6,0.203,-12.204,0,0.0352,128.629,4,0.343
42,1950-1959,Little Richard,Tutti Frutti,2iXcvnD3d1gfLBum0cE5Eg,1957-03,144226,False,68,0.793,0.555,0.658,0.0,5,0.118,-3.866,1,0.0541,184.835,4,0.937
43,1950-1959,Chet Baker,I Fall In Love Too Easily,0F845nujLVqCb0XMZCh5Pc,1956,201440,False,68,0.94,0.532,0.0657,0.00488,0,0.0946,-19.136,0,0.0406,128.607,4,0.292
44,1950-1959,Bill Haley & His Comets,(We're Gonna) Rock Around The Clock,1uRKT2LRANv4baowBWHfDS,1955-12-19,129893,False,68,0.205,0.811,0.859,3.73e-06,9,0.0761,-6.317,1,0.168,90.686,4,0.784
45,1950-1959,Elvis Presley,Hound Dog,64Ny7djQ6rNJspquof2KoX,1958-03-21,136026,False,68,0.733,0.494,0.756,0.00505,0,0.76,-8.492,1,0.0499,86.895,4,0.949
46,1950-1959,Harry Belafonte,Banana Boat (Day-O),4fHDlIntTsRGSyTg5UYZYC,1956,183133,False,68,0.885,0.797,0.105,0.000116,1,0.108,-16.881,1,0.0969,122.545,4,0.419
47,1950-1959,Patti Page,Santa Claus Is Coming To Town,5LxIJ2qROB08gCoFErmypW,1955-09-01,160666,False,68,0.809,0.468,0.555,0.0,6,0.745,-7.899,1,0.0446,83.339,4,0.871
48,1950-1959,Billie Holiday,Blue Moon,1pZn8AX1WulW8IO338hE5D,1956-01-01,207826,False,67,0.982,0.639,0.269,0.12,8,0.141,-11.435,1,0.0698,124.866,4,0.539
49,1950-1959,The Platters,Smoke Gets In Your Eyes,2vSxjnyrWrtxyfzO47EX6q,1959-01-01,160933,False,67,0.92,0.203,0.295,2.05e-06,3,0.173,-11.155,1,0.0323,171.222,3,0.285
0,1960-1969,Brenda Lee,Rockin' Around The Christmas Tree,2EjXfH91m7f8HiJN1yQg97,1964-10-19,126266,False,96,0.614,0.589,0.472,0.0,8,0.505,-8.749,1,0.0502,67.196,4,0.898
1,1960-1969,Andy Williams,It's the Most Wonderful Time of the Year,5hslUAKq9I9CG2bAulFkHN,1963-11-24,151933,False,94,0.766,0.24,0.598,0.0,7,0.117,-8.435,1,0.0369,201.629,3,0.776
2,1960-1969,The Ronettes,Sleigh Ride,5ASM6Qjiav2xPe7gRkQMsQ,1963,181266,False,91,0.403,0.529,0.772,2.21e-06,2,0.316,-7.013,1,0.0287,91.751,4,0.853
3,1960-1969,Nat King Cole,The Christmas Song (Merry Christmas To You),4PS1e8f2LvuTFgUs1Cn3ON,1962,192160,False,90,0.92,0.319,0.21,8.06e-05,1,0.138,-15.231,1,0.0341,78.696,4,0.209
4,1960-1969,Burl Ives,A Holly Jolly Christmas - Single Version,77khP2fIVhSW23NwxrRluh,1965-01-01,135533,False,89,0.579,0.683,0.375,0.0,0,0.076,-13.056,1,0.0303,140.467,4,0.888
5,1960-1969,Nat King Cole,Joy To The World,1VuAamHM7P3VQQEXYGG3Uu,1962,84986,False,86,0.818,0.553,0.337,0.0,10,0.113,-10.334,1,0.03,101.918,4,0.662
6,1960-1969,The Beach Boys,Little Saint Nick - 1991 Remix,5xlS0QkVrSH7ssEbBgBzbM,1964-11-09,118840,False,86,0.108,0.602,0.553,0.0,11,0.0512,-9.336,1,0.0328,130.594,4,0.971
7,1960-1969,Tony Bennett,Winter Wonderland,1yxcKrEcxt4O03IIC25yHk,1968-10-06,133213,False,85,0.871,0.453,0.453,0.0,3,0.218,-9.354,1,0.0395,116.098,4,0.586
8,1960-1969,Ella Fitzgerald,Sleigh Ride,4ukUoXLuFzMixyZyabSGc4,1960-01-01,175986,False,85,0.764,0.508,0.287,0.0,1,0.153,-12.472,1,0.0523,154.759,4,0.644
9,1960-1969,Darlene Love,Christmas (Baby Please Come Home),46pF1zFimM582ss1PrMy68,1963,166453,False,85,0.395,0.325,0.759,0.000362,8,0.0773,-7.146,1,0.053,126.627,4,0.36
10,1960-1969,Burl Ives,Rudolph The Red-Nosed Reindeer,47otoIkhx3fkdivEXL5OB6,1965-01-01,130026,False,84,0.671,0.67,0.275,0.0,0,0.199,-12.755,1,0.0385,152.649,4,0.806
11,1960-1969,The Beatles,Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2,1969-09-26,185733,False,84,0.0339,0.557,0.54,0.00248,9,0.179,-10.484,1,0.0347,129.171,4,0.394
12,1960-1969,Ella Fitzgerald,Frosty The Snowman,65irrLqfCMRiO3p87P4C0D,1960-01-01,131733,False,84,0.733,0.579,0.502,0.0,8,0.281,-7.57,1,0.0513,76.816,4,0.836
13,1960-1969,Vince Guaraldi Trio,O Tannenbaum,34rzJNfTd5e9s3TICFMPD0,1965,309386,False,84,0.908,0.583,0.191,0.00824,5,0.126,-15.938,1,0.0404,123.303,4,0.342
14,1960-1969,Andy Williams,Happy Holiday / The Holiday Season,3sDdyBHQ60Cs1opmIyRvhp,1963-11-24,156866,False,83,0.727,0.505,0.451,0.0,9,0.233,-10.193,0,0.0329,74.347,4,0.744
15,1960-1969,Creedence Clearwater Revival,Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,1969-11-02,140773,False,83,0.201,0.64,0.663,0.00806,0,0.152,-7.516,1,0.0374,132.77,4,0.663
16,1960-1969,Marvin Gaye,Ain't No Mountain High Enough,7tqhbajSfrz2F7E1Z75ASX,1967-08-29,151666,False,82,0.43,0.663,0.6,0.0,7,0.184,-10.87,1,0.032,129.991,4,0.8
17,1960-1969,The Rolling Stones,"Paint It, Black",63T7DJ1AFDD6Bn8VzG6JE8,1966-04-15,202266,False,81,0.0493,0.464,0.795,0.00244,1,0.399,-9.267,1,0.0926,158.691,4,0.612
18,1960-1969,The Ronettes,Frosty the Snowman,7n5m8nDAnyXo81tr4B3Bcw,1963,136306,False,81,0.228,0.382,0.879,0.0,7,0.408,-7.584,1,0.0642,143.741,4,0.559
19,1960-1969,Van Morrison,Brown Eyed Girl,3yrSvpt2l1xhsV9Em88Pul,1967-09,183306,False,81,0.185,0.491,0.583,0.0,7,0.406,-10.964,1,0.0376,150.566,4,0.908
20,1960-1969,Ben E. King,Stand by Me,3SdTKo2uVsxFblQjpScoHy,1962-08-20,180055,False,80,0.57,0.65,0.306,7.07e-06,9,0.0707,-9.443,1,0.0393,118.068,4,0.605
21,1960-1969,Elvis Presley,Can't Help Falling in Love,44AyOl4qVkzS48vBsbNXaC,1961-10-20,182360,False,80,0.941,0.396,0.293,0.000196,2,0.105,-14.062,1,0.0275,100.307,3,0.343
22,1960-1969,Creedence Clearwater Revival,Bad Moon Rising,20OFwXhEXf12DzwXmaV7fj,1969-08-03,141600,False,80,0.0586,0.508,0.774,4.87e-06,2,0.063,-5.973,1,0.0321,178.946,4,0.942
23,1960-1969,The Beatles,Come Together - Remastered 2009,2EqlS6tkEnglzr7tkKAAYD,1969-09-26,259946,False,80,0.0302,0.533,0.376,0.248,9,0.0926,-11.913,0,0.0393,165.007,4,0.187
24,1960-1969,The Temptations,My Girl,745H5CctFr12Mo7cqa1BMH,1965-03-22,165000,False,80,0.635,0.572,0.418,0.0,0,0.0961,-10.738,1,0.0349,104.566,4,0.694
25,1960-1969,Neil Diamond,Sweet Caroline,62AuGbAkt8Ox2IrFFb8GKV,1969-06-06,203573,False,80,0.611,0.529,0.127,0.000109,11,0.237,-16.066,1,0.0274,63.05,4,0.578
26,1960-1969,Nat King Cole,Deck The Halls,0rHToGels2lt8Y0mCYoF90,1962,68760,False,80,0.742,0.684,0.437,1.58e-05,9,0.224,-10.522,1,0.0491,107.607,4,0.964
27,1960-1969,Thurl Ravenscroft,"You're A Mean One, Mr. Grinch",4qP2V09IpTct5A1ZSnr1zh,1966-12-18,315706,False,80,0.952,0.517,0.484,0.0075,2,0.129,-10.93,0,0.318,141.914,3,0.42
28,1960-1969,Led Zeppelin,Whole Lotta Love - 1990 Remaster,0hCB0YR03f6AmQaHbwWDe8,1969-10-22,333893,False,79,0.0484,0.412,0.902,0.131,9,0.405,-11.6,1,0.405,89.74,4,0.422
29,1960-1969,Andy Williams,The First Noël,1DvjCIefxg1YsdG3ETROph,1963-11-24,187000,False,79,0.915,0.23,0.233,0.0,0,0.265,-10.745,1,0.0286,80.73,3,0.352
30,1960-1969,Jimi Hendrix,All Along the Watchtower,2aoo2jlRnM3A0NyLQqMN2f,1968-10-25,240800,False,79,0.00255,0.438,0.805,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,4,0.564
31,1960-1969,The Jackson 5,I Want You Back,5LxvwujISqiB8vpRYv887S,1969-12-18,176333,False,79,0.305,0.469,0.538,0.00012,8,0.37,-13.559,1,0.0571,196.605,4,0.886
32,1960-1969,Vince Guaraldi Trio,Linus And Lucy,0MmNrhvLcoWjo7AOr0vgka,1965,185453,False,79,0.787,0.496,0.388,0.939,8,0.167,-14.177,1,0.0382,81.772,4,0.694
33,1960-1969,Nat King Cole,O Come All Ye Faithful,0H1zX27yxoDrsrQA1hk5Uq,1962,141146,False,79,0.635,0.266,0.217,7.76e-06,5,0.268,-11.745,1,0.0326,112.046,5,0.196
34,1960-1969,Darlene Love,Winter Wonderland,12YAgUbl6Uk9E7fzopF4Ji,1963,146080,False,79,0.604,0.487,0.759,0.0,0,0.185,-8.093,1,0.0408,122.306,4,0.447
35,1960-1969,The Beatles,Yesterday - Remastered 2009,3BQHpFgAp4l80e1XslIjNI,1965-08-06,125666,False,79,0.879,0.332,0.179,0.0,5,0.0886,-11.83,1,0.0326,96.529,4,0.315
36,1960-1969,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,2PzU4IB8Dr6mxV3lHuaG34,1965-07-30,222813,False,79,0.0383,0.723,0.863,0.0317,2,0.128,-7.89,1,0.0338,136.302,4,0.931
37,1960-1969,Nat King Cole,"Caroling, Caroling",11Z7sdkpC5IaaydoIvDn74,1962,121986,False,78,0.763,0.308,0.381,0.0,5,0.0649,-11.143,1,0.0302,185.319,3,0.597
38,1960-1969,Etta James,At Last,4Hhv2vrOTy89HFRcjU3QOx,1960,179693,False,78,0.547,0.274,0.348,0.0133,5,0.334,-8.631,1,0.0293,87.43,3,0.328
39,1960-1969,Darlene Love,A Marshmallow World,7GNsHkiYPcQQjvhTiILFUL,1963,143133,False,78,0.748,0.316,0.78,2.18e-05,5,0.317,-6.988,1,0.0517,154.636,4,0.653
40,1960-1969,Dean Martin,Silver Bells,4QX5pZQpQTgVlkqfUTDim0,1966,142560,False,78,0.9,0.29,0.259,0.0,8,0.308,-13.967,1,0.0306,97.173,3,0.606
41,1960-1969,The Mamas & The Papas,California Dreamin' - Single Version,4s6LhHAV5SEsOV0lC2tjvJ,1966-03,162373,False,78,0.352,0.552,0.608,0.0,1,0.0533,-9.786,0,0.0345,112.367,4,0.637
42,1960-1969,Buffalo Springfield,For What It's Worth,1qRA5BS78u3gME0loMl9AA,1966-12-05,153693,False,77,0.406,0.653,0.519,0.0209,2,0.101,-10.164,1,0.0497,98.883,4,0.822
43,1960-1969,Otis Redding,(Sittin' On) the Dock of the Bay,3zBhihYUHBmGd2bcQIobrF,1968,163755,False,77,0.684,0.769,0.367,1.62e-05,2,0.081,-11.226,1,0.0312,103.621,4,0.535
44,1960-1969,Nat King Cole,The Happiest Christmas Tree,5aJP0MZjb8LtPAT5WicCZm,1962,103746,False,77,0.753,0.499,0.456,0.0,0,0.861,-11.528,1,0.4,205.882,4,0.94
45,1960-1969,The Rolling Stones,Gimme Shelter,6H3kDe7CGoWYBabAeVWGiD,1969-12-05,270773,False,77,0.447,0.634,0.63,0.039,1,0.17,-8.277,0,0.031,118.628,4,0.489
46,1960-1969,Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",0iOZM63lendWRTTeKhZBSC,1968-04-03,244026,False,77,0.713,0.606,0.457,2.53e-05,6,0.0747,-14.035,0,0.0497,92.033,4,0.813
47,1960-1969,Tony Bennett,My Favourite Things,7qLTpTd1Txpo8Vd84yci7u,1968-10-06,196906,False,77,0.686,0.46,0.481,0.0,4,0.191,-10.396,0,0.0438,138.769,3,0.633
48,1960-1969,Vince Guaraldi Trio,Christmas Time Is Here - Vocal,299lFlaAsNQdgbIZNPmIA0,1965,166386,False,77,0.978,0.388,0.145,6.86e-06,9,0.0997,-19.697,0,0.0318,75.474,3,0.0911
49,1960-1969,Aretha Franklin,I Say a Little Prayer,3NfxSdJnVdon1axzloJgba,1968-06-14,216773,False,77,0.478,0.592,0.355,0.0,9,0.0585,-14.051,1,0.0352,133.032,4,0.499
0,1970-1979,The Jackson 5,Santa Claus Is Coming To Town,2QpN1ZVw8eJO5f7WcvUA1k,1970-10-15,144013,False,89,0.424,0.692,0.762,1.27e-05,0,0.181,-4.867,1,0.0342,146.673,4,0.961
1,1970-1979,Elton John,Step Into Christmas,6sBWmE23q6xQHlnEZ8jYPT,1973-10-05,272393,False,88,0.102,0.526,0.925,8.9e-06,2,0.305,-5.584,1,0.0363,140.308,4,0.819
2,1970-1979,Fleetwood Mac,Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,1977-02-04,257800,False,86,0.0644,0.828,0.492,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789
3,1970-1979,AC/DC,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,1979-07-27,208400,False,86,0.061,0.574,0.913,0.00158,6,0.156,-4.793,0,0.133,115.728,4,0.423
4,1970-1979,The Jackson 5,I Saw Mommy Kissing Santa Claus,15sxLiiChE5dCW3Y756oas,1970-10-15,181266,False,85,0.263,0.583,0.712,1.02e-06,3,0.817,-8.222,1,0.0538,128.897,4,0.614
5,1970-1979,Eagles,Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,1976-12-08,391376,False,85,0.00574,0.579,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,0.609
6,1970-1979,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,1972-05-19,281613,False,84,0.432,0.601,0.532,6.25e-06,10,0.0925,-9.119,1,0.0286,136.571,4,0.341
7,1970-1979,"Earth, Wind & Fire",September,2grjqo0Frpf2okIBiifQKs,1978-11-23,215093,False,84,0.168,0.697,0.832,0.00131,9,0.269,-7.264,1,0.0298,125.926,4,0.979
8,1970-1979,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),3vkQ5DAB1qQMYO4Mr9zJN6,1979,292613,False,83,0.02,0.749,0.491,0.00899,10,0.159,-9.655,1,0.0403,119.528,4,0.536
9,1970-1979,ABBA,Dancing Queen,0GjEhVFGZW8afUYGChu3Rr,1976,230400,False,83,0.358,0.543,0.87,0.000939,9,0.792,-6.514,1,0.0428,100.804,4,0.754
10,1970-1979,Lynyrd Skynyrd,Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,1974-04-15,283800,True,83,0.181,0.596,0.605,0.000331,7,0.0863,-12.145,1,0.0255,97.798,4,0.886
11,1970-1979,KISS,I Was Made For Lovin' You,07q0QVgO56EorrSGHC48y3,1979-03-23,271240,False,83,0.214,0.768,0.852,7.36e-05,4,0.0723,-6.215,1,0.038,128.373,4,0.867
12,1970-1979,Slade,Merry Xmas Everybody,4dBQWyoZmmgvFBlALGlqZi,1973-11-07,223684,False,83,0.138,0.405,0.752,0.0,7,0.173,-5.452,1,0.0394,130.228,4,0.433
13,1970-1979,Fleetwood Mac,The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,1977-02-04,270213,False,83,0.009,0.545,0.67,0.000822,9,0.0451,-8.81,1,0.0496,151.553,4,0.481
14,1970-1979,Electric Light Orchestra,Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,1977,303373,False,82,0.652,0.388,0.338,3.73e-06,10,0.248,-10.054,1,0.0329,177.765,4,0.478
15,1970-1979,Led Zeppelin,Stairway to Heaven - Remaster,5CQ30WqJwcep0pYcV4AMNc,1971-11-08,482830,False,82,0.58,0.338,0.34,0.0032,9,0.116,-12.049,0,0.0339,82.433,4,0.197
16,1970-1979,Aerosmith,Dream On,5MxNLUsfh7uzROypsoO5qe,1973-01-05,266960,False,81,0.388,0.307,0.433,9.08e-05,1,0.332,-10.057,1,0.029,160.9,4,0.224
17,1970-1979,The Beatles,Let It Be - Remastered 2009,7iN1s7xHE4ifF5povM6A48,1970-05-08,243026,False,81,0.631,0.443,0.403,0.0,0,0.111,-8.339,1,0.0322,143.462,4,0.41
18,1970-1979,Carpenters,Merry Christmas Darling - Remix,0z5HSQGWgnjdNvwbOmhB2w,1978-10-13,186973,False,81,0.842,0.339,0.205,0.0,7,0.101,-15.315,1,0.0303,81.586,4,0.166
19,1970-1979,John Lennon,Imagine - Remastered 2010,7pKfPomDEeI4TPT6EOYjn9,1971-09-09,187866,False,80,0.907,0.547,0.257,0.183,0,0.0935,-12.358,1,0.0252,75.752,4,0.169
20,1970-1979,Boston,More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,1976,285133,False,80,0.00088,0.377,0.681,0.0023,7,0.0504,-8.039,1,0.0298,108.789,4,0.285
21,1970-1979,Bill Withers,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,1971-05-01,125093,False,80,0.457,0.527,0.415,1.72e-05,4,0.117,-11.451,0,0.122,78.169,4,0.515
22,1970-1979,Elton John,Don't Go Breaking My Heart,7HW5WIw7ZgZORCzUxv5gW5,1975-10-24,275440,False,80,0.149,0.729,0.844,2.87e-06,5,0.0604,-8.824,1,0.0344,131.459,4,0.777
23,1970-1979,Elton John,Tiny Dancer,2TVxnKdb3tqe1nhQWwwZCO,1971-11-05,377093,False,80,0.382,0.414,0.428,0.000243,0,0.148,-11.097,1,0.0278,145.075,4,0.282
24,1970-1979,Elton John,Your Song,38zsOOcu31XbbYj9BIPUF1,1970-04-10,241786,False,80,0.828,0.554,0.315,5.53e-06,3,0.101,-11.028,1,0.0298,128.157,4,0.325
25,1970-1979,TOTO,Hold the Line,4aVuWgvD0X63hcOCnZtNFA,1978-10-10,235546,False,80,0.00783,0.473,0.898,0.0618,6,0.173,-4.797,0,0.0561,96.556,4,0.808
26,1970-1979,AC/DC,T.N.T.,7LRMbd3LEoV5wZJvXT1Lwb,1976-05-14,214666,False,79,0.153,0.754,0.759,0.000108,9,0.101,-5.218,1,0.302,126.366,4,0.435
27,1970-1979,Rod Stewart,Da Ya Think I'm Sexy?,4z7maGZkAonDlXlwo8q69f,1978-11-24,331333,False,79,0.0143,0.715,0.689,0.000192,2,0.111,-8.065,0,0.029,111.504,4,0.852
28,1970-1979,Redbone,Come and Get Your Love - Single Version,7GVUmCP00eSsqc4tzj1sDD,1973-11-01,205933,False,79,0.172,0.731,0.804,0.00028,11,0.0685,-7.621,0,0.0473,107.383,4,0.957
