,decade,artist,song,track id,release date,song length (ms),explicit,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time signature,valence
0,1900-1909,Frédéric Chopin,"Chopin: Piano Sonata No. 2 in B-Flat Minor, Op. 35: III. Marche Funèbre",4tDa5P1so01pdVc5Ywl6Or,1900,597960,False,45,0.993,0.385,0.00189,0.919,1,0.0955,-28.565,1,0.0487,93.131,4,0.153
1,1900-1909,Peter Gabriel,Sledgehammer,3wLZ69kr5J2sb934Kpv02c,1900,295653,False,44,0.0351,0.65,0.62,0.0,8,0.153,-8.146,1,0.0293,96.392,4,0.626
2,1900-1909,Henry Purcell,"Purcell / Arr. Pluhar: Oedipus, Z. 583: No. 2, Song. ""Music for a While""",2UK3kMSQc8fMTCjEykifQ7,1900,354333,False,44,0.963,0.364,0.0453,0.0378,5,0.0989,-23.319,0,0.0377,136.925,4,0.12
3,1900-1909,Horkýže Slíže,A ja sprostá,1tRUTDC96dxQv8truEHmmM,1900,177960,True,42,0.0378,0.617,0.947,2.03e-05,9,0.285,-3.032,1,0.0503,142.063,4,0.755
4,1900-1909,Los Carrangueros De Ráquira,La China Que Yo Tenia,5q5YkZJxosN5pPCU42TKo3,1905-06-02,267258,False,42,0.732,0.718,0.396,0.0,5,0.0562,-10.663,1,0.0449,122.778,4,0.961
5,1900-1909,Roy Brown,Mighty Mighty Man,5tBDBrsPypLVJ9Rbpy3MNm,1900-01-30,143230,False,42,0.824,0.574,0.374,0.0,0,0.581,-15.127,0,0.0392,106.456,4,0.82
6,1900-1909,Royal Bliss,I Was Drunk,1SbSX9AWecOf7v0CFTHZ4Q,1900,243840,False,41,0.003,0.206,0.462,0.0,1,0.313,-9.165,1,0.0304,187.51,3,0.261
7,1900-1909,Los Carrangueros De Ráquira,La Cucharita,2EP7binVbGE0KS15sQ62cn,1905-06-02,239516,False,40,0.838,0.53,0.592,0.0,7,0.0638,-7.485,1,0.0397,112.866,4,0.885
8,1900-1909,ABSOLUT TIROL,Rosi Polka,2GTzHDJxwvHWEL9TYD8NCx,1905-06-10,186026,False,38,0.265,0.904,0.926,0.864,5,0.0696,-2.82,1,0.0437,125.09,4,0.964
9,1900-1909,La Decada Prodigiosa,Una Fiesta Especial (Remix),0iJkGv6xNDKjMyBlcC2OQN,1900,352426,False,38,0.00634,0.576,0.952,0.0438,10,0.351,-7.595,1,0.0409,136.806,4,0.879
10,1900-1909,Peter Gabriel,Mercy Street,20tRwxVyguyMwijkNtH8oP,1900,283373,False,37,0.473,0.534,0.192,5.08e-06,1,0.0805,-20.742,0,0.0358,92.712,4,0.0431
11,1900-1909,Los Carrangueros De Ráquira,"Julia, Julia, Julia",6GZ7jvFhufw8B5hq9TEkd4,1905-06-02,226063,False,37,0.831,0.737,0.385,7.48e-05,7,0.0844,-9.929,1,0.0415,122.862,4,0.912
12,1900-1909,Henry Purcell,"Purcell / Arr. Pluhar: Come Ye Sons of Art, Z. 323 ""Ode for Queen Mary's Birthday"": No. 5, Ritornello. ""Strike the Viol""",0smlyUooUKdzU8WBrG7TZE,1900,237506,False,37,0.945,0.543,0.335,0.284,7,0.092,-16.074,0,0.0563,125.854,3,0.77
13,1900-1909,La Decada Prodigiosa,Mejor - Medley,3OjpZK0nMB9yeDG2vJy4dG,1900,309800,False,36,0.141,0.656,0.851,0.00192,10,0.208,-8.202,1,0.0358,140.774,4,0.961
14,1900-1909,C.R.O,Domingo,7otnnKiENAGIhtUSO3s7aU,1900-01-01,208677,False,36,0.7,0.741,0.366,0.413,4,0.0663,-12.418,0,0.366,77.977,4,0.478
15,1900-1909,Fer Palacio,Cuando te veox,4skjZZo16hfFzziZMXY9aw,1900-01-01,129612,False,36,0.0996,0.845,0.704,0.00221,7,0.159,-7.3,1,0.0866,100.026,4,0.678
16,1900-1909,El Consorcio,El Chacacha Del Tren,11xkwJxQka0XJlcyjeBydD,1900,133773,False,36,0.68,0.767,0.62,0.0,0,0.291,-8.79,1,0.0515,129.257,4,0.961
17,1900-1909,Nilsen Brothers,Aber dich gibt's nur einmal für mich,1YmIzhzYHuHvfvUR87aOpu,1905-06-10,228533,False,36,0.7,0.412,0.48,0.0,4,0.155,-4.547,1,0.0345,185.909,3,0.233
18,1900-1909,Peter Gabriel,Shaking The Tree,5XZVeiIA5zPA2VLDFAjvLn,1900,384493,False,35,0.0364,0.655,0.543,0.00093,1,0.0602,-10.884,1,0.0353,81.006,4,0.694
19,1900-1909,A.C. Reed,She's Fine,1GUvbwCftGCU9HTeg1DPAW,1908-08-01,258226,False,35,0.202,0.501,0.44,0.00145,9,0.107,-14.466,1,0.0372,82.489,4,0.868
20,1900-1909,Billy Mure,Latin Holiday,6idHTWUeMcLVGu5gz53xoY,1900-01-29,146703,False,34,0.97,0.771,0.294,0.899,1,0.133,-17.831,1,0.0492,120.507,4,0.966
21,1900-1909,The Big 18,Easy Does It,1SFWDYNfP5RYuInrpLIO0s,1900-01-30,314510,False,34,0.864,0.641,0.132,0.0117,1,0.134,-20.584,1,0.0413,124.885,4,0.745
22,1900-1909,Roy Brown,Mighty Mighty Man (Alternate Take),6Y35mTzWPIztc6FhLu4ZaN,1900-01-01,147160,False,34,0.459,0.572,0.484,0.0,0,0.0937,-7.93,0,0.0382,104.59,4,0.544
23,1900-1909,Bobby Lyle,Sweetest Taboo,5yFMmeRuZNt9fJwKuQhsTU,1900-01-01,297080,False,34,0.266,0.7,0.766,0.591,1,0.0692,-9.885,1,0.0463,89.973,4,0.95
24,1900-1909,Henry Purcell,"Purcell / Arr. Pluhar: The Mock Marriage, Z. 605: No. 2, Twas Within a Furlong",5K58JcwcOzZx9GvW9Iwcnk,1900,174040,False,34,0.831,0.662,0.301,0.000135,4,0.0878,-17.236,0,0.0735,119.435,4,0.504
25,1900-1909,Aiden,Cry Little Sister (Theme From The Lost Boys),6o5sSbbPF4IRfCebK2liwj,1900-01-01,323160,True,33,0.00246,0.416,0.664,3.94e-06,2,0.545,-4.873,0,0.042,145.978,4,0.216
26,1900-1909,Billy Williams,I'm Gonna Sit Right Down and Write Myself a Letter,4aW9IndUyGR4qTYQGWO7LF,1900-01-06,127508,False,33,0.826,0.711,0.167,1.15e-05,1,0.264,-17.15,1,0.0719,137.651,4,0.826
27,1900-1909,Henry Purcell,"Purcell / Arr. Pluhar: Timon of Athens, Z. 632: Curtain Tune on a Ground",7eNZe9dUYTVjLRkv9y5xCs,1900,176106,False,32,0.836,0.626,0.174,0.315,7,0.0793,-21.359,0,0.0507,120.225,3,0.872
28,1900-1909,Los Fugitivos,Linda,7tcX1UUabK2AiyQelL3TV1,1900-01-01,223400,False,32,0.165,0.652,0.409,0.0,0,0.213,-11.016,1,0.0471,78.75,4,0.607
29,1900-1909,Franz Liszt,"Liszt: 3 Liebesträume, S. 541: No. 3 in A-Flat Major, ""O lieb so lang' du lieben kannst""",5IemwZJmPgbOYwbuSE0set,1900,303040,False,32,0.99,0.26,0.0172,0.897,8,0.0943,-26.925,1,0.0517,114.588,4,0.0494
30,1900-1909,Lacy Gibson,Drown In My Own Tears,4bdbkXLaoccDNp6lLsZWRG,1908-08-01,280573,False,32,0.426,0.639,0.38,0.000584,0,0.124,-16.251,1,0.0753,97.814,1,0.488
31,1900-1909,Shirley Temple,Animal Crackers In My Soup,3QdHfSSZrsWHH7JD61gAde,1900-01-30,156015,False,32,0.995,0.646,0.178,0.707,7,0.148,-18.189,0,0.0495,83.736,4,0.847
32,1900-1909,Royal Bliss,Save Me,2XN182GUCaGAUvK42DoGMB,1900,192346,False,31,0.000407,0.287,0.774,0.0,8,0.0487,-7.961,1,0.0396,103.279,3,0.429
33,1900-1909,Lecuona Cuban Boys,Tabú,0h6M5YPjESxmQ9tJ33iNPP,1909,189600,False,31,0.963,0.686,0.373,0.0883,4,0.13,-16.429,0,0.0411,73.008,4,0.607
34,1900-1909,Horkýže Slíže,Baby,6UEe8vGhhlQStgE6Ewwg1P,1900,184933,True,31,0.0423,0.656,0.98,0.0,4,0.193,-4.48,1,0.0641,106.981,4,0.562
35,1900-1909,Henry Purcell,"Purcell / Arr. Pluhar: Dido and Aeneas, Z. 626, Act III: Song. ""When I Am Laid in Earth""",1evcjseAdBtPGGTATqZDiG,1900,303386,False,31,0.943,0.35,0.05,0.301,5,0.106,-23.013,0,0.0366,102.304,4,0.11
36,1900-1909,Los Fugitivos,Te Conquistaré,4vnwsV0yxE9eXdBKnaUqCV,1900-01-01,205293,False,31,0.0266,0.531,0.561,0.0,5,0.135,-8.363,1,0.0401,177.79,4,0.735
37,1900-1909,Royal Bliss,Devils & Angels,0hxCuf8ulColg1EP99zMeQ,1900,220693,False,31,0.00761,0.581,0.384,1e-05,6,0.147,-11.172,1,0.0295,123.577,4,0.159
38,1900-1909,La Decada Prodigiosa,Yo No Te Pido La Luna (No Voglio Mica La Luna),5ZoohgghyCo2egsZZEGIUN,1900,305973,False,31,0.349,0.708,0.829,0.00387,2,0.162,-7.707,1,0.028,134.795,4,0.765
39,1900-1909,Brendan Grace,The Dutchman,46YnZVKZuTtyumbirEEJUG,1909-06-19,309000,False,30,0.819,0.393,0.271,0.0356,2,0.181,-16.801,1,0.0299,90.067,4,0.392
40,1900-1909,Pure Noise,Faulty Fan,7A79iQ8PdBmAgiAMB0NOtA,1900-01-01,197021,False,30,0.551,0.131,0.0602,0.742,1,0.111,-26.226,1,0.0747,81.44,4,0.04
41,1900-1909,Los Fugitivos,Diablo,3xOjWjg6J1yv6IxHUTqhYt,1900-01-01,167133,False,29,0.236,0.731,0.694,0.0,0,0.0621,-8.791,0,0.279,163.455,4,0.903
42,1900-1909,Leonard Cohen,Cohen: Hallelujah,4MoZUZ1zMX5VXTalA0PO1I,1900,364280,False,29,0.765,0.326,0.0851,0.000417,7,0.108,-21.966,1,0.0364,177.951,3,0.155
43,1900-1909,Los Fugitivos,Si Te Vas,4iWBNVvnsBaDv6X6GJQhBx,1900-01-01,203840,False,29,0.196,0.7,0.6,0.0,2,0.0846,-8.341,1,0.0423,87.837,4,0.848
44,1900-1909,Peter Gabriel,Don't Give Up,48lR72l57iFmheQeE7fYvl,1900,354986,False,29,0.844,0.639,0.232,0.000105,3,0.111,-16.509,1,0.0445,80.781,3,0.33
45,1900-1909,Oberkrainer Power,Oberkrainerpower Polka,3AxtSMwhxxUlxEtpUQr1I3,1905-06-10,127266,False,29,0.541,0.629,0.648,0.95,1,0.294,-9.549,1,0.0417,147.073,4,0.965
46,1900-1909,Henry Purcell,"Purcell / Arr. Pluhar: An Evening Hymn, Z. 193",4nlIpFypH120bMr4hbMp1w,1900,366186,False,28,0.957,0.362,0.132,0.0025,2,0.0825,-18.873,1,0.0432,85.284,4,0.238
47,1900-1909,Frédéric Chopin,"Chopin: Piano Sonata No. 2 in B-Flat Minor, Op. 35: I. Grave, Doppio Movimento",495XRV2tS28J23G6YUzoe9,1900,330226,False,28,0.991,0.364,0.149,0.895,1,0.0848,-21.076,1,0.0418,128.31,3,0.0496
48,1900-1909,Die Ladiner,Beuge dich vor grauem Haar,4ijwu0rUh4ItVsJwHPwOCB,1905-06-10,223120,False,28,0.516,0.52,0.538,0.0,5,0.105,-7.575,1,0.0361,127.713,4,0.657
49,1900-1909,Sivaprasad,Tirumala Mandira,6jWoE0ytFE8yAPOXJiXzNz,1905-08-07,258062,False,27,0.714,0.557,0.523,0.0,7,0.0963,-7.797,1,0.0375,100.008,4,0.739
0,1910-1919,Harry James,"It's Been a Long, Long Time",5Xd9NVSspCkmCxa9gSAWu8,1913,203773,False,58,0.94,0.328,0.221,0.00135,0,0.301,-9.7,1,0.0299,77.147,4,0.369
1,1910-1919,Harry James,You Made Me Love You (I Didn't Want to Do It),1mLy2ikfPe0LFNWxyY83xr,1913,192600,False,35,0.951,0.309,0.188,0.902,7,0.525,-11.158,0,0.0345,83.902,4,0.207
2,1910-1919,Ludwig van Beethoven,"Violin Sonata in A Major No. 9, Op. 47 ""Kreutzer"": I. Adagio sostenuto - Presto",1Nlajo81JRjPyan1lj0k3I,1917,606226,False,28,0.973,0.41,0.199,0.438,9,0.0396,-14.454,0,0.0589,79.513,4,0.136
3,1910-1919,George M. Cohan,Over There,5mo0WrdmFpnB5Q3WQNBwiN,1917,168573,False,28,0.994,0.705,0.263,0.0,10,0.347,-15.354,1,0.268,132.532,4,0.697
4,1910-1919,The Dave Brubeck Quartet,Take Five,6ZjJ9GbDScXotGP8PTvz5G,1917,172560,False,27,0.515,0.611,0.308,8.59e-06,10,0.255,-16.768,0,0.0426,80.695,3,0.665
5,1910-1919,Harry James,I've Heard That Song Before,4BxL9vaaNs1QXphLLf6HqZ,1913,178666,False,26,0.984,0.715,0.206,0.837,5,0.222,-11.709,1,0.0432,121.805,4,0.717
6,1910-1919,Ludwig van Beethoven,"Violin Concerto in D Major, Op. 61: II. Larghetto",737JkPjECdA6ovDB2tVyzS,1917,525280,False,24,0.81,0.185,0.0446,0.0702,7,0.362,-29.453,1,0.0452,100.963,4,0.0476
7,1910-1919,Ludwig van Beethoven,"Violin Concerto in D Major, Op. 61: III. Rondo - Allegro",6KnRJ01itdWnLAwjZRUi8T,1917,501933,False,24,0.87,0.404,0.0913,0.171,2,0.216,-20.861,1,0.0427,94.354,4,0.408
8,1910-1919,Ludwig van Beethoven,"Violin Concerto in D Major, Op. 61: I. Allegro, ma non troppo",7bPfZ6VVhZASf5Aljm6NMn,1917,1239400,False,24,0.88,0.297,0.0959,0.0424,2,0.0877,-21.114,1,0.0422,106.647,4,0.189
9,1910-1919,Harry James,I Don't Want to Walk Without You,6oWobewL3f5NkMySeBWgrC,1913,171293,False,22,0.989,0.311,0.139,0.00646,7,0.0977,-12.953,0,0.034,108.492,4,0.213
10,1910-1919,James Piano Bar,Danny Boy,08EYUGVTsduY5gpBBHrtq0,1913,144729,False,19,0.992,0.338,0.0972,0.962,3,0.109,-19.893,1,0.0462,75.477,4,0.188
11,1910-1919,Franz Schubert,Ständchen,0qGqQrwQtFpl5nTefV8m9w,1919,263133,False,19,0.995,0.285,0.014,0.933,2,0.0845,-22.401,1,0.0413,85.727,5,0.135
12,1910-1919,Ricardo Arias,Oh Peregrino Ignoto Ven,5DJ6AcpBmyPSxPsbBLrIYr,1915,198936,False,17,0.927,0.414,0.132,0.0,5,0.175,-13.199,1,0.0339,77.153,5,0.189
13,1910-1919,Quintette du Hot Club de France,Chicago - Mix Two,4KsVrDJNmR7iayPJ5NvOht,1910,209386,False,17,0.869,0.881,0.466,0.243,5,0.097,-8.925,1,0.0436,94.174,4,0.963
14,1910-1919,Stacey Kent,A Fine Romance,6YsCB8f5mpsqi4zQm2c7Zt,1910-01-01,182493,False,15,0.777,0.788,0.277,0.00145,1,0.118,-13.217,1,0.0418,92.146,4,0.812
15,1910-1919,Harry James,I Can't Begin to Tell You,6MwpBq0ToefIXlCak8Cpwv,1913,177800,False,13,0.96,0.287,0.179,3.44e-06,5,0.104,-12.276,1,0.0314,87.106,3,0.216
16,1910-1919,Nikolai Rimsky-Korsakov,The Flight Of The Bumblebee,3hmPEiZ1vRCabtELE5qPNj,1919,69693,False,13,0.993,0.383,0.0507,0.743,2,0.636,-27.107,0,0.0596,94.853,4,0.528
17,1910-1919,New Orleans Ragamuffins,Jazz Me Blues,5Zc16cbiCSvYlSpuxNiZvc,1910,254866,False,12,0.931,0.704,0.375,0.907,10,0.238,-8.65,1,0.0424,153.626,4,0.854
18,1910-1919,Harry James,Music Makers,77N4RxfhTJvjhuZfnRGH5t,1913,195333,False,12,0.844,0.798,0.153,0.0292,8,0.0483,-13.282,1,0.0482,132.767,4,0.767
19,1910-1919,Quintette du Hot Club de France,Minor Swing,1Dmr7YcXcNeIosi3IKM8Nd,1910,193880,False,11,0.786,0.783,0.826,0.721,9,0.0979,-3.627,0,0.108,100.188,4,0.84
20,1910-1919,Harry James,Strictly Instrumental,1oG7YFv65kR0SyjJJsKTeJ,1913,173186,False,11,0.916,0.682,0.24,0.493,0,0.122,-13.218,1,0.0387,132.454,4,0.638
21,1910-1919,Original Dixieland Jazz Band,Margie,4P2KfveCvan3lfS67JP09Z,1917-06-05,195871,False,11,0.996,0.509,0.37,0.929,7,0.217,-9.437,1,0.0351,90.992,4,0.616
22,1910-1919,Harry James,Trumpet Blues,694JM95qDWB3ZfLeGIcMVF,1913,177906,False,10,0.918,0.313,0.498,0.845,6,0.0945,-8.487,1,0.0424,180.363,4,0.703
23,1910-1919,Marion Harris,I'm Nobody's Baby,7rWxvp2MgcoKuKtcWP1VM6,1916-12-17,196586,False,10,0.996,0.45,0.32,0.782,0,0.6,-11.371,1,0.056,163.251,4,0.585
24,1910-1919,Wabi Sabi Siva,All the Pretty Little Horses,5WgGgRPJALx2FzyRl1ltb5,1918,368727,False,10,0.857,0.539,0.373,0.601,4,0.0894,-14.54,0,0.0328,110.005,4,0.0623
25,1910-1919,Quintette du Hot Club de France,Shine,5doA2MqVdrPupA29t07PMQ,1910,175960,False,9,0.587,0.722,0.882,0.426,7,0.106,-3.478,1,0.129,132.147,3,0.927
26,1910-1919,Harry James,I'm Beginning to See the Light,3Q1C31o8JoHuojtb5rGK9v,1913,194746,False,9,0.793,0.776,0.142,0.000438,8,0.0971,-13.95,1,0.0336,109.28,4,0.587
27,1910-1919,Harry James,How High the Moon,4SR8CIolRDA68dLPV3E0jP,1913,175333,False,9,0.989,0.328,0.307,0.277,0,0.21,-11.573,1,0.0484,117.225,4,0.259
28,1910-1919,Stacey Kent,They Can't Take That Away From Me,5bxEovxbsHTyNAF5FzSiH3,1910-01-01,302920,False,9,0.983,0.574,0.014,9.55e-05,9,0.106,-21.879,1,0.0461,133.35,4,0.209
29,1910-1919,Christoph Willibald Gluck,Melodie,55CmzcUEhlOv2jgpRafDTB,1919,206040,False,9,0.989,0.289,0.0163,0.00182,2,0.124,-27.609,0,0.0419,76.959,4,0.15
30,1910-1919,El Gran Oriente de México,Las Mañanitas,7sGBoONT40qnmwixD2zMOi,1914,263523,False,8,0.693,0.941,0.496,1.97e-05,4,0.136,-5.557,1,0.0524,119.999,4,0.863
31,1910-1919,C. Ikehara,Kokaji (The Little Sword Smith),34nnR2W9tZxFWuNDfVq14i,1910-01-01,207653,False,8,0.976,0.633,0.139,0.685,6,0.121,-15.027,1,0.404,80.045,4,0.272
32,1910-1919,Quintette du Hot Club de France,Georgia On My Mind,0v2Z5K2f7uoP6ylS2alj5t,1910,194080,False,8,0.752,0.687,0.628,0.00306,7,0.305,-3.674,0,0.0455,125.795,4,0.704
33,1910-1919,Harry James,Flatbush Flanagan,1T1fvMvd5KduS8cPEIexzL,1913,200813,False,8,0.917,0.685,0.292,0.823,10,0.239,-14.385,1,0.0446,128.921,4,0.704
34,1910-1919,Harry James,Two O'Clock Jump,1PdtT9iDnUuTBnhWuDpu9E,1913,195400,False,8,0.236,0.577,0.678,0.773,1,0.123,-11.946,1,0.0444,92.558,4,0.813
35,1910-1919,Glenn Miller and His Orchestra,Indian Summer,2GElUxl6j5JZ6JVc4Pw1RA,1912,196880,False,8,0.994,0.245,0.099,0.92,0,0.0938,-17.431,1,0.0329,80.416,4,0.136
36,1910-1919,Marion Harris,Charleston Crazy,3YRdTmLBKoEOKJHmrkagM4,1916-12-17,163533,False,7,0.992,0.829,0.419,0.844,3,0.226,-10.974,0,0.0522,103.237,4,0.889
37,1910-1919,Pyotr Ilyich Tchaikovsky,"Lullaby, Op. 16, No. 1",6pNtecp0fmzwoCBdDKifw8,1919,239893,False,7,0.994,0.242,0.034,0.911,8,0.131,-27.418,0,0.0408,71.064,4,0.131
38,1910-1919,Sergei Rachmaninoff,"Rhapsody on a Theme of Paganini, Op. 43: Variation XVIII - Andante cantabile",6cCnlYZpErUxG2bxw136WR,1919,164533,False,7,0.986,0.149,0.136,0.851,1,0.121,-20.24,1,0.0444,58.882,4,0.0604
39,1910-1919,Dr Bones Times Tables,2 Times Table,3oJwbHSVj8ABrXCMEQmoP7,1915,122306,False,7,0.217,0.866,0.623,0.0,9,0.0857,-13.321,1,0.134,99.917,4,0.944
40,1910-1919,Ludwig van Beethoven,"Romance No. 2, Op. 50, in F",6ruwzUYQU825uM54dNnTAb,1917,479640,False,7,0.876,0.271,0.215,0.198,5,0.259,-14.495,1,0.0389,104.856,4,0.143
41,1910-1919,Frédéric Chopin,"Nocturne in E-Flat Major, Op. 9, No. 2",1aq9cUtZijFZnoELCeBEjj,1919,282306,False,7,0.984,0.366,0.0217,0.000698,3,0.405,-28.029,1,0.0395,104.173,4,0.136
42,1910-1919,Harry James,Texas Chatter,7fTjQHzRnfcwyr2GwYFaF1,1913,171026,False,7,0.967,0.61,0.362,0.811,7,0.503,-12.335,0,0.0587,178.008,4,0.841
43,1910-1919,Quintette du Hot Club de France,Chicago - Original,1zEZgqQByudtVFIo3MFTn0,1910,205733,False,7,0.691,0.83,0.786,0.376,0,0.0864,-3.704,1,0.121,94.119,4,0.961
44,1910-1919,Heather Godfrey,La cathédrale engloutie: Profondément calme,5kOst7KLoLyYqP6ykWMpvs,1913,435809,False,7,0.968,0.601,0.00525,0.926,0,0.103,-18.336,1,0.117,78.115,4,0.089
45,1910-1919,Quintette du Hot Club de France,Charleston,730YZ614HRDTdnyTYss0QW,1910,171546,False,7,0.487,0.782,0.863,0.578,10,0.0364,-3.214,1,0.0893,118.519,4,0.947
46,1910-1919,Quintette du Hot Club de France,Swing Guitars,2uGO1vBtpPAO5jcV1QiZCG,1910,143640,False,7,0.722,0.76,0.798,0.326,8,0.124,-2.777,1,0.0865,111.539,4,0.965
47,1910-1919,Quintette du Hot Club de France,After You've Gone,5ExEViuQpXgsrqYdUW5krO,1910,186466,False,7,0.667,0.645,0.873,0.0472,2,0.109,-2.744,1,0.11,130.825,4,0.905
48,1910-1919,Harry James,Tuxedo Junction,0r2upSdVmxP6KdbAnpMkyu,1913,177773,False,6,0.846,0.657,0.554,0.226,10,0.131,-12.025,1,0.0525,82.134,4,0.627
49,1910-1919,Sousa's Band,Hu-La Hu-La Cakewalk,74RrskjHecjUmoraC4uSRM,1915-07-01,130946,False,6,0.996,0.48,0.177,0.204,10,0.239,-12.698,1,0.0628,202.346,4,0.863
0,1920-1929,Louis Armstrong,Mack the Knife,0RNxWy0PC3AyH4ThH3aGK6,1929,201466,False,61,0.586,0.673,0.377,0.0,0,0.332,-14.141,1,0.0697,88.973,4,0.713
1,1920-1929,Fats Waller,Ain't Misbehavin',3BFRqZFLSrqtQr6cjHbAxU,1926,237773,False,54,0.821,0.515,0.222,0.00193,0,0.19,-16.918,0,0.0575,98.358,4,0.35
2,1920-1929,Benny Goodman,"Sing, Sing, Sing",61znp1Iy11bdJ2YAbwaqw7,1928,520133,False,52,0.847,0.626,0.744,0.892,2,0.145,-9.189,0,0.0662,113.117,4,0.259
3,1920-1929,Fats Waller,Two Sleepy People,0eInL1bLAFdHJDL04R0OCP,1926,183560,False,49,0.725,0.651,0.0867,6.54e-05,5,0.169,-18.882,1,0.048,87.221,4,0.54
4,1920-1929,PB RIO,Want Mo,0JoZ9AqeFKos7K0JVZZEkF,1921-09-17,110393,True,48,0.115,0.725,0.492,0.0,1,0.164,-11.098,1,0.135,139.905,4,0.837
5,1920-1929,Blind Willie Johnson,"Dark Was the Night, Cold Was the Ground",2P9nh9pTK96dE0b6NBbTSs,1928,198560,False,48,0.968,0.394,0.0406,0.0453,9,0.0976,-23.179,1,0.044,116.117,1,0.2
6,1920-1929,Blind Willie Johnson,It's Nobody's Fault but Mine,0EzykG4pYlmmGTihakWGRL,1928,188533,False,44,0.98,0.676,0.252,7.38e-05,3,0.11,-14.01,1,0.039,83.901,4,0.483
7,1920-1929,Louis Armstrong,I Can't Believe That You're In Love With Me,57sdRcA5sfIFOKFjReXp2P,1929,183960,False,44,0.931,0.579,0.203,0.00274,0,0.0787,-12.631,1,0.0745,157.885,4,0.766
8,1920-1929,Louis Armstrong,Weather Bird,3eMrYc092k7SIJfWJ7oasR,1923,161933,False,42,0.984,0.831,0.262,0.912,8,0.204,-12.386,1,0.0942,104.606,4,0.901
9,1920-1929,Bessie Smith,Nobody Knows You When You're Down and Out,2wAfHM7Whz67VFbdanhZlk,1923,177133,False,41,0.996,0.614,0.0423,0.00293,4,0.183,-12.033,1,0.0535,89.822,4,0.211
10,1920-1929,Bix Beiderbecke,Singin' The Blues,1YLxMRyib15FfONoTod5TV,1927,180026,False,41,0.99,0.709,0.208,0.796,0,0.0831,-12.245,0,0.0828,132.245,4,0.819
11,1920-1929,Tommy Dorsey,"On the Sunny Side of the Street (From ""Is Everybody Happy?"")",3XDharvL8vEyxdQwOQKmww,1925,194320,False,39,0.969,0.678,0.175,0.00105,3,0.177,-13.021,1,0.0301,112.941,4,0.58
12,1920-1929,Benny Goodman,Why Don't You Do Right? (feat. Peggy Lee),44GrwA3E0Vr98pkSBFQOpn,1928,192093,False,37,0.976,0.694,0.293,0.00438,2,0.276,-9.414,0,0.0394,128.574,4,0.62
13,1920-1929,Benny Goodman,Let's Dance,7M1bSM3lsOFUR9WzYL2qr3,1928,152546,False,37,0.981,0.527,0.478,0.888,8,0.0887,-7.398,1,0.0617,203.12,4,0.864
14,1920-1929,Tommy Dorsey,Song of India,4ou73CMygT62S9gubMZxIe,1925,186960,False,36,0.935,0.41,0.23,0.888,5,0.427,-12.827,1,0.0602,174.066,4,0.634
15,1920-1929,Fats Waller,Honeysuckle Rose,0EYRLGRgsgnKetAVziaaLT,1926,158426,False,35,0.912,0.731,0.179,0.00752,5,0.111,-17.177,1,0.0634,154.709,4,0.789
16,1920-1929,Bix Beiderbecke,Clarinet Marmalade,5H4bQ14RjOVM4eKtaIpn3B,1927,192773,False,35,0.991,0.779,0.452,0.818,5,0.0828,-10.351,1,0.0504,125.229,4,0.964
17,1920-1929,Annette Hanshaw,I Want a Good Man,36VwDHLYuLAn1QrC7sMjOD,1926-11-26,169293,False,35,0.995,0.645,0.161,3.6e-05,4,0.349,-9.263,1,0.0826,81.593,4,0.795
18,1920-1929,Ruth Etting,"Shine On, Harvest Moon",7yZtZfqJ1L76y6jiYjgMQI,1926-11-26,169613,False,35,0.99,0.487,0.171,0.019,5,0.122,-10.615,0,0.0432,98.439,4,0.554
19,1920-1929,Fats Waller,Your Feet's Too Big,0fkfPggXhmXEkzCq0170MQ,1926,184053,False,34,0.728,0.715,0.0885,2.55e-06,0,0.125,-20.028,1,0.191,117.142,4,0.629
20,1920-1929,Ethel Waters,I Got Rhythm,3Jab5ZvO3dQhdh3KIvl4m0,1921-11-26,186733,False,34,0.995,0.679,0.27,0.023,5,0.231,-11.096,1,0.313,141.719,5,0.67
21,1920-1929,Tommy Dorsey,I'm Gettin' Sentimental Over You,3p0VwUCFW31rwgugbnAGhW,1925,217253,False,33,0.992,0.513,0.108,0.932,9,0.112,-16.835,1,0.0315,103.752,4,0.149
22,1920-1929,Louis Armstrong & His Savoy Ballroom Five,St. James Infirmary,7fAa9rz4UmwuB4AGh50Gmp,1928,191866,False,33,0.902,0.693,0.182,4.1e-05,5,0.153,-11.022,0,0.0514,116.508,4,0.588
23,1920-1929,Louis Armstrong,Ain't Misbehavin',7lRFR5GJCxK87ZbVMtQSeS,1923,192600,False,33,0.976,0.665,0.254,0.00217,8,0.644,-9.879,1,0.108,125.734,4,0.503
24,1920-1929,Schwartz1927,Squid Game Pink Soldiers,414yu6Of7dBf0FsX6xHsPs,1927,176575,False,32,0.0404,0.885,0.487,0.698,1,0.08,-10.805,1,0.0539,124.011,4,0.344
25,1920-1929,Bessie Smith,'Tain't Nobody's Bizness If I Do,2AZgaYZSwUosJD71J2N2Zo,1923,206600,False,31,0.996,0.537,0.0443,0.000265,3,0.152,-16.474,0,0.0343,80.468,4,0.137
